fid,Baumnummer,Hoehe,Gattung,gebiet,Kronendurchm,pflanzjahr,strasse,Stammdurchm,longitude,latitude
"85081","3283","17","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"62",11.6534974343,52.0997279408
"85082","3284","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"78",11.6534520621,52.0997384954
"85083","3285","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"33",11.6534081005,52.0997408345
"85084","3286","3","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"19",11.6535602141,52.0997105190
"85086","3288","5","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"16",11.6535801537,52.0997266174
"85088","3290","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"51",11.6532619734,52.0997539279
"85089","3291","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"70",11.6530952415,52.0995970646
"85090","3292","17","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"89",11.6531900862,52.0997655292
"85091","3293","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"41",11.6531327739,52.0997594454
"85092","3294","4","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"16",11.6533395014,52.0997610852
"85093","3295","9","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"37",11.6532462609,52.0998114783
"85094","3296","6","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,2,,Bäume - Liegenschaftsservice,"20",11.6532848581,52.0998319229
"85095","3297","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"28",11.6532476151,52.0998416648
"85096","3298","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"30",11.6532351036,52.0998449143
"85097","3299","11","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"21",11.6532134463,52.0998785868
"85098","3300","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"19",11.6531800851,52.0998479519
"85099","3301","8","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"19",11.6531109776,52.0998547242
"85100","3302","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"31",11.6531563523,52.0998269927
"85101","3303","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"20",11.6531334587,52.0998668983
"85103","3305","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"61",11.6530212082,52.0998012578
"85104","3306","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"35",11.6530661383,52.0998250672
"85105","3307","5","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,1,,Bäume - Liegenschaftsservice,"59",11.6532317968,52.0999244884
"85106","3308","6","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"22",11.6532444351,52.0999676408
"85107","3309","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"82",11.6529652921,52.0998408278
"85108","3310","8","Acer campestre, Feldahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.6529448098,52.0998352636
"85109","3311","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"59",11.6529178656,52.0997552915
"85110","3312","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"56",11.6529187241,52.0997697512
"85111","3313","17","Betula pendula, Sandbirke",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"51",11.6528433397,52.0998405161
"85112","3314","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"31",11.6527998849,52.0998858308
"85114","3316","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"18",11.6528443731,52.0999292554
"85115","3317","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"21",11.6528596977,52.0999414108
"85116","3318","14","Acer campestre, Feldahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"52",11.6528922907,52.0999172947
"85117","3319","15","Acer campestre, Feldahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"42",11.6529131676,52.0999295050
"85118","3320","7","Acer campestre, Feldahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"25",11.6529342652,52.0999355949
"85120","3322","12","Crataegus laevigata, Zweigriffeliger Weißdorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"40",11.6530086424,52.0999314920
"85121","3323","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"28",11.6529913946,52.0999902460
"85122","3324","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"57",11.6530250729,52.1000016284
"85123","3325","14","Acer campestre, Feldahorn",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"45",11.6532510197,52.1000022960
"85124","3326","6","Acer campestre, Feldahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"42",11.6532538826,52.1000160810
"85125","3327","17","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"25",11.6532580511,52.1000248005
"85126","3328","17","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"61",11.6532692161,52.1000308442
"85127","3329","18","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"58",11.6532535310,52.1000593461
"85128","3330","8","Crataegus monogyna, Eingriffeliger Weißdorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"50",11.6532688019,52.1000853522
"85129","3331","9","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"37",11.6532966271,52.1001088272
"85130","3332","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"105",11.6533050822,52.1001626857
"85131","3333","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"26",11.6531422705,52.1000472827
"85132","3334","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"20",11.6531844155,52.1000832056
"85133","3335","9","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"17",11.6532288656,52.1001136807
"85134","3336","19","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"138",11.6537031555,52.1004355662
"85135","3337","17","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"92",11.6538362577,52.1005006465
"85136","3338","26","Quercus robur, Stieleiche",Liegenschaftsservice,20,,Bäume - Liegenschaftsservice,"188",11.6536417786,52.0993208966
"85137","3339","24","Quercus robur, Stieleiche",Liegenschaftsservice,18,,Bäume - Liegenschaftsservice,"88",11.6538437825,52.0993094219
"85138","3340","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"35",11.6538716696,52.0993437771
"85139","3341","6","Tilia spec., Linde",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"30",11.6538935558,52.0994074054
"85140","3342","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"38",11.6539857584,52.0994575788
"85141","3343","14","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"19",11.6540531189,52.0994386147
"85143","3345","14","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"57",11.6539600431,52.0993860329
"85144","3346","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"24",11.6539750342,52.0993458554
"85145","3347","14","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"28",11.6540743474,52.0993485645
"85146","3348","6","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"20",11.6538332941,52.0992655916
"85147","3349","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"34",11.6538587705,52.0992446033
"85148","3350","14","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"228",11.6539254393,52.0991967867
"85149","3351","14","Aesculus hippocastanum, Roßkastanie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"32",11.6539967638,52.0991634342
"85150","3352","6","Acer negundo, Eschenahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"35",11.6540581284,52.0991738329
"85151","3353","20","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"76",11.6540469198,52.0992481891
"85152","3354","10","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"55",11.6541488230,52.0991740381
"85154","3357","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,15,,Bäume - Liegenschaftsservice,"107",11.6540763858,52.0990190089
"85155","3358","18","Quercus robur, Stieleiche",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"110",11.6539394065,52.0990016800
"85156","3359","13","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"18",11.6541896597,52.0993280704
"85158","3361","16","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"80",11.6542671651,52.0991750593
"85159","3362","14","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"25",11.6542985261,52.0991498913
"85160","3363","16","Acer negundo, Eschenahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"67",11.6543575090,52.0992406525
"85161","3364","14","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"43",11.6544719746,52.0991370804
"85162","3365","15","Acer negundo, Eschenahorn",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"43",11.6545651163,52.0991071929
"85163","3366","8","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"80",11.6544963750,52.0990144034
"85164","3367","14","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"22",11.6546583378,52.0990417806
"85165","3368","12","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"41",11.6547724750,52.0989277834
"85166","3369","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"33",11.6547913633,52.0988671935
"85167","3370","18","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"70",11.6545973788,52.0988833454
"85168","3371","15","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"146",11.6546950423,52.0987845583
"85169","3372","14","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"69",11.6543439685,52.0988676511
"85171","3374","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"66",11.6543832009,52.0987660437
"85172","3376","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"80",11.6546539946,52.0987253188
"85173","3377","20","Betula pendula, Sandbirke",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"48",11.6558270327,52.0986298146
"85174","3378","12","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.6557326505,52.0986903977
"85175","3379","10","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"16",11.6557272915,52.0986616505
"85176","3380","10","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"20",11.6557261685,52.0986304695
"85177","3381","13","Salix ""Tortuosa"", Dauerwellen-Weide - Korkenzieher-Weide",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"72",11.6557803755,52.0985351790
"85178","3382","18","Betula pendula, Sandbirke",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"65",11.6560419602,52.0985680427
"85179","3383","15","Pinus sylvestris, Waldkiefer",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"30",11.6561094699,52.0985024894
"85180","3384","6","Malus spec., Apfel",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"30",11.6559275738,52.0984664804
"85181","3385","5",unbekannt,Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"31",11.6558796845,52.0984493938
"85182","3386","6","Acer ginnala, Feuerahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"48",11.6557744789,52.0984187604
"85183","3387","19","Tilia platyphyllos, Sommerlinde",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"71",11.6549929730,52.0987925936
"85186","3390","21","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"80",11.6554997667,52.0982780040
"85187","3391","21","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"102",11.6554856122,52.0981700453
"85188","3392","21","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"201",11.6554786327,52.0981115671
"85189","3393","25","Populus nigra ""Italica"", Italienische Pyramiden-Pappel",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"204",11.6552539095,52.0977897301
"85190","3394","21","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"80",11.6553012734,52.0976947739
"85191","3395","16","Picea abies, Gemeine Fichte - Rot-Fichte",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"33",11.6561356923,52.0984473996
"85192","3396","22","Quercus robur, Stieleiche",Liegenschaftsservice,14,,Bäume - Liegenschaftsservice,"96",11.6560871287,52.0983673760
"85193","3397","12","Picea pungens, Stech-Fichte",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"28",11.6560246194,52.0984114129
"85194","3398","8","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"28",11.6560153241,52.0983655774
"85195","3399","6","Pyrus spec., Birne",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"53",11.6559884694,52.0983363254
"85196","3400","4","Malus spec., Apfel",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"24",11.6558299585,52.0983104910
"85197","3401","18","Ulmus spec., Ulme",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,"74",11.6557159552,52.0981956999
"85198","3402","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"35",11.6541977041,52.1007468313
"85200","3404","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"20",11.6540871728,52.1007175754
"85201","3405","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"41",11.6540118720,52.1006766440
"85202","3406","13","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"19",11.6539245663,52.1006474943
"85203","3407","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"22",11.6538683684,52.1006085607
"85205","3409","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"97",11.6531120320,52.1002979736
"85207","3411","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"51",11.6529847567,52.1001588375
"85208","3412","11","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"45",11.6529841478,52.1002272892
"85209","3413","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"61",11.6529416251,52.1002120590
"85210","3414","21","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"65",11.6528998883,52.1002002285
"85211","3415","12","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"67",11.6527932299,52.1001525381
"85212","3416","21","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,"48",11.6529004851,52.1001266510
"85213","3417","8","Salix spec., Weide",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"146",11.6528906108,52.1002751706
"85214","3418","12","Salix spec., Weide",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"134",11.6528414674,52.1002443514
"85216","3420","7","Salix spec., Weide",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"67",11.6523703015,52.1001373287
"85219","3423","18","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"51",11.6519625999,52.1000735717
"85221","3425","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"76",11.6541712268,52.1010607497
"85222","3426","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"21",11.6542708638,52.1011057192
"85223","3427","13","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"48",11.6543353915,52.1011299860
"85224","3428","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,"27",11.6543546169,52.1011856702
"85225","3429","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,"143",11.6544465392,52.1012040138
"85226","3430","16","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"89",11.6545735570,52.1012551110
"85227","3431","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"118",11.6546614993,52.1013096966
"85228","3432","6","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,"84",11.6547487939,52.1012673504
"85230","3434","2","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,"29",11.6337385227,52.0459809971
"85231","3435","16","Quercus robur, Stieleiche",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,"76",11.6336130569,52.0458043888
"85232","3436","12","Ailanthus altissima, Götterbaum",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"28",11.6333897677,52.0458119901
"85233","3437","8","Prunus spec., Kirsche, Pflaume",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,"17",11.6333267112,52.0459401143
"85235","3439","7","Salix alba 'Tristis', Trauerweide",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,"102",11.6333226465,52.0460197950
