fid,Baumnummer,Hoehe,Gattung,gebiet,Kronendurchm,pflanzjahr,strasse,Stammumfang,longitude,latitude
"57348","215","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,80,11.5840073981,52.1136303262
"57349","216","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,60,11.5840074836,52.1136166549
"57350","217","17","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,99,11.5839914097,52.1136190758
"57351","218","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,64,11.5839449382,52.1136288180
"57352","219","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,80,11.5838316973,52.1136408337
"57354","220","13","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,69,11.5837710596,52.1136480987
"57355","125","14","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,180,11.5766914331,52.1118736657
"57356","139","16","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,280,11.5773307336,52.1140046091
"57357","140","14","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,70,11.5773050610,52.1139925804
"57358","141","5","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,110,11.5771798834,52.1139445976
"57359","168","13","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,85,11.5858590792,52.1134449191
"57362","171","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,51,11.5857741011,52.1134430068
"57363","172","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,9,,Bäume - Liegenschaftsservice,132,11.5857617788,52.1134446261
"57364","173","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,62,11.5857187003,52.1134498881
"57366","175","15","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,78,11.5856431763,52.1134674629
"57367","176","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,82,11.5856389625,52.1134577530
"57368","177","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,250,11.5855808940,52.1134639733
"57369","204","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,200,11.5844192201,52.1135882004
"57370","205","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,103,11.5843590837,52.1135889798
"57371","206","16","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,162,11.5843263939,52.1135945529
"57372","207","15","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,90,11.5842894275,52.1135943744
"57373","208","18","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,230,11.5842074697,52.1136017475
"57374","209","13","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,70,11.5841904269,52.1136025709
"57375","210","14","Fraxinus excelsior, Gemeine Esche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,170,11.5841379278,52.1136091180
"57376","221","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,275,11.5837031015,52.1136550745
"57377","222","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,285,11.5835445720,52.1136745579
"57378","150","8","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,46,11.5867735565,52.1133402235
"57381","226","7","Acer negundo, Eschenahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,320,11.5853774634,52.1112667627
"57382","227","12","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,85,11.5851110869,52.1111690971
"57384","228","13","Salix alba, Baum-Weide - Kopf-Weide",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,320,11.5843516208,52.1111247834
"57385","229","13","Acer negundo, Eschenahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,111,11.5836903890,52.1112712114
"57386","230","10","Prunus avium, Vogelkirsche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,75,11.5834247264,52.1112843204
"57387","231","9","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,265,11.5833033092,52.1112508304
"57388","232","11","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,52,11.5832697305,52.1113142479
"57389","233","10","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,66,11.5829930346,52.1113462134
"57390","234","13","Acer negundo, Eschenahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,110,11.5829001968,52.1113548134
"57391","235","6","Prunus mahaleb, Weichselkirsche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,63,11.5828279544,52.1113608934
"57394","238","8","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,70,11.5827920339,52.1110958468
"57395","239","9","Acer negundo, Eschenahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,65,11.5827908898,52.1110002760
"57396","240","9","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,55,11.5827832791,52.1109671686
"57397","241","5","Juglans regia, Walnuss",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,50,11.5827586930,52.1108299342
"57398","242","13","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,110,11.5816734151,52.1097881330
"57399","243","16","Acer negundo, Eschenahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,570,11.5817972069,52.1098021478
"57400","244","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,74,11.5817561270,52.1097812847
"57402","246","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,88,11.5820144549,52.1097753546
"57403","247","15","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,98,11.5820913478,52.1097663853
"57404","248","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,80,11.5821118527,52.1097698929
"57405","249","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,65,11.5821809477,52.1097548893
"57406","250","16","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,72,11.5822282530,52.1097520540
"57407","251","14","Acer negundo, Eschenahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,100,11.5823170882,52.1097349090
"57408","252","13","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,66,11.5823662955,52.1097296039
"57409","253","14","Acer negundo, Eschenahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,190,11.5824136475,52.1097275769
"57410","254","15","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,74,11.5825108323,52.1097184325
"57411","255","14","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,82,11.5825414923,52.1097156921
"57412","256","13","Prunus avium, Vogelkirsche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,77,11.5826551909,52.1097117612
"57413","257","12","Prunus avium, Vogelkirsche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,59,11.5827640824,52.1097004714
"57414","258","12","Prunus avium, Vogelkirsche",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,85,11.5829151889,52.1096867273
"57415","259","13","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,69,11.5829648332,52.1096839304
"57416","260","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,50,11.5830666541,52.1096766623
"57417","261","8","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,60,11.5832304099,52.1096619211
"57418","262","10","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,50,11.5833098220,52.1096636874
"57419","263","13","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,75,11.5833421964,52.1096577617
"57420","264","11","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,66,11.5835455730,52.1096386441
"57422","266","12","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,60,11.5836374587,52.1096313236
"57423","267","10","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,60,11.5836845591,52.1096375752
"57425","269","16","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,60,11.5837283592,52.1096271721
"57426","270","13","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,55,11.5837775194,52.1096210581
"57427","271","2","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,65,11.5837875571,52.1096304605
"57428","272","10","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,190,11.5838045308,52.1096284696
"57429","273","13","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,93,11.5838587974,52.1096172074
"57430","274","14","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,87,11.5839196695,52.1096090379
"57431","275","15","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,94,11.5838959708,52.1096058704
"57432","276","15","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,58,11.5839401398,52.1096018443
"57433","277","15","Prunus avium, Vogelkirsche",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,63,11.5839722787,52.1096019489
"57434","278","10","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,58,11.5839975828,52.1096000450
"57435","279","14","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,60,11.5840430993,52.1096066909
"57436","280","15","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,84,11.5840809133,52.1095963291
"57437","281","10","Acer negundo, Eschenahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,43,11.5841180219,52.1095990225
"57438","282","16","Prunus avium, Vogelkirsche",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,64,11.5841434499,52.1096043104
"57439","283","13","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,50,11.5841683343,52.1095875772
"57440","284","14","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,64,11.5842476367,52.1095899748
"58288","286","9","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,153,11.5843819892,52.1095668838
"58289","287","15","Acer negundo, Eschenahorn",Liegenschaftsservice,8,,Bäume - Liegenschaftsservice,123,11.5844350707,52.1096058285
"58290","288","8","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,60,11.5845282103,52.1095722201
"58291","289","12","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,180,11.5845595071,52.1095956349
"58292","290","8","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,42,11.5845738587,52.1095685209
"58293","291","13","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,260,11.5846084938,52.1095638043
"58294","292","12","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,85,11.5846699907,52.1095563401
"58295","293","9","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,65,11.5846903665,52.1095525657
"58296","294","11","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,74,11.5847186708,52.1095545529
"58297","295","11","Prunus avium, Vogelkirsche",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,300,11.5847987049,52.1095771684
"58298","296","13","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,112,11.5848162084,52.1095489959
"58300","297","16","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,120,11.5848749541,52.1095444698
"58301","298","10","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,62,11.5849648109,52.1098529381
"58302","299","12","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,52,11.5849783921,52.1098958067
"58303","300","13","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,58,11.5849858321,52.1099309862
"58304","301","13","Acer negundo, Eschenahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,75,11.5850099565,52.1099844151
"58305","302","7","Acer negundo, Eschenahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,61,11.5850159908,52.1100129705
"59139","756","14","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,155,11.6574495216,52.1186519416
"59140","757","10","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,50,11.6578090911,52.1186452710
"59141","758","12","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,273,11.6578123779,52.1186514022
"59142","759","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,68,11.6578306267,52.1186659192
"59143","760","14","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,152,11.6578471882,52.1186741791
"59147","761","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,188,11.6578638369,52.1186814478
"59148","762","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,130,11.6578772010,52.1186875315
"59149","763","10","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,60,11.6579119703,52.1187071617
"59150","764","11","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,188,11.6579236020,52.1187185005
"59151","765","14","Ulmus laevis, Flatterulme",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,99,11.6579235331,52.1187247073
"59152","766","10","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,60,11.6579385587,52.1187267966
"59153","767","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,80,11.6579517723,52.1187401681
"59154","768","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,99,11.6579633553,52.1187433242
"59155","769","11","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,82,11.6580763335,52.1188227035
"59156","770","12","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,75,11.6580895572,52.1188288802
"59157","771","12","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,132,11.6581460641,52.1188578226
"59158","772","14","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,10,,Bäume - Liegenschaftsservice,139,11.6582091630,52.1189042428
"59159","773","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,100,11.6576512616,52.1186468522
"59160","774","14","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,110,11.6576487399,52.1186609384
"59161","775","11","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,280,11.6576384631,52.1186600910
"59162","776","15","Acer negundo, Eschenahorn",Liegenschaftsservice,12,,Bäume - Liegenschaftsservice,250,11.6580341678,52.1190126007
"59163","777","12","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,73,11.6580060716,52.1190265443
"59164","778","10","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,71,11.6580048479,52.1190305289
"59165","779","11","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,67,11.6579932939,52.1190327680
"59166","780","6","Acer negundo, Eschenahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,104,11.6579932854,52.1190375346
"59167","781","13","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,80,11.6579730081,52.1190429382
"59180","797","16","Robinia pseudoacacia, Robinie",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,195,11.6544415148,52.1255647788
"59181","798","16","Populus canadensis Hybride, Schwarzpappel-Hybride",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,113,11.6545659259,52.1255880565
"59186","816","8","Pyrus communis, Gemeine Birne",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,130,11.6772894308,52.1247810893
"59187","817","9","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,56,11.6774455868,52.1248438212
"59188","818","8","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,43,11.6774595033,52.1248395480
"59189","819","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,150,11.6774144760,52.1247319334
"59190","820","7","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,65,11.6775527865,52.1247724078
"59191","821","10","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,65,11.6775653511,52.1247723921
"59192","822","14","Tilia cordata, Winterlinde",Liegenschaftsservice,6,,Bäume - Liegenschaftsservice,114,11.6777571702,52.1248864738
"59193","823","12","Tilia cordata, Winterlinde",Liegenschaftsservice,7,,Bäume - Liegenschaftsservice,113,11.6778184204,52.1248601709
"59194","824","7","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,3,,Bäume - Liegenschaftsservice,32,11.6777174601,52.1248334170
"59209","825","7","Acer platanoides, Spitz-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,65,11.6776760032,52.1248145740
"59211","828","12","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,4,,Bäume - Liegenschaftsservice,70,11.6773108036,52.1244918327
"59212","829","14","Acer pseudoplatanus, Berg-Ahorn",Liegenschaftsservice,5,,Bäume - Liegenschaftsservice,80,11.6773400319,52.1244773191
