fid,Baumnummer,Gattung,Stammumfang,Baumhoehe,Kronendurchmesser,Pflanzjahr,Objekt,Art,longitude,latitude
2780,  4484 - Lieg4484,"Acer pseudoplatanus, Berg-Ahorn",30,5,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497392485737,52.1797908781897
2781,  4485 - Lieg4485,"Acer pseudoplatanus, Berg-Ahorn",28,6,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6496743985805,52.1797852310745
2782,  4486 - Lieg4486,"Acer pseudoplatanus, Berg-Ahorn",30,6,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6496114550787,52.1797772028833
2783,  4487 - Lieg4487,"Aesculus hippocastanum, Roßkastanie",107,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495214519182,52.1797692431602
2784,  4488 - Lieg4488,"Aesculus hippocastanum, Roßkastanie",140,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495106153348,52.1797813575225
2785,  4489 - Lieg4489,"Aesculus hippocastanum, Roßkastanie",103,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495013175406,52.1798045887034
2786,  4490 - Lieg4490,"Aesculus hippocastanum, Roßkastanie",103,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6494977712332,52.179821215632
2787,  4491 - Lieg4491,"Acer pseudoplatanus, Berg-Ahorn",22,5,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6499486928961,52.1797261872617
2788,  4497 - Lieg4497,"Prunus spec., Kirsche, Pflaume",60,9,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.64986244299,52.1796927830015
2789,  4498 - Lieg4498,"Prunus spec., Kirsche, Pflaume",50,6,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6498716312585,52.1796849323917
2790,  4499 - Lieg4499,"Acer pseudoplatanus, Berg-Ahorn",24,6,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6498819594596,52.1797282266976
2791,  4500 - Lieg4500,"Acer pseudoplatanus, Berg-Ahorn",30,6,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497918344468,52.179737896326
2792,  4501 - Lieg4501,"Acer pseudoplatanus, Berg-Ahorn",30,6,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497163802167,52.1797310486657
2793,  4502 - Lieg4502,"Aesculus hippocastanum, Roßkastanie",70,8,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6496231849254,52.1796743284224
2794,  4503 - Lieg4503,"Aesculus hippocastanum, Roßkastanie",76,9,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495564462043,52.1796762778625
2795,  4504 - Lieg4504,"Salix alba, Baum-Weide - Kopf-Weide",128,15,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495239650428,52.1796761984064
2796,  4505 - Lieg4505,"Acer pseudoplatanus, Berg-Ahorn",50,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495005829607,52.1796716877295
2797,  4506 - Lieg4506,"Acer pseudoplatanus, Berg-Ahorn",22,6,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495957310878,52.1797218891773
2798,  4507 - Lieg4507,"Salix alba, Baum-Weide - Kopf-Weide",0,8,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6494738879693,52.1796483660604
2799,  4508 - Lieg4508,"Betula pendula, Sandbirke",80,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6493685358782,52.1797488477591
2800,  4509 - Lieg4509,"Betula pendula, Sandbirke",75,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6493665965736,52.1797654385731
2801,  4510 - Lieg4510,"Aesculus hippocastanum, Roßkastanie",88,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.649358494314,52.179651318799
2802,  4511 - Lieg4511,"Betula pendula, Sandbirke",70,8,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6493238403394,52.1797032680188
2803,  4512 - Lieg4512,"Prunus mahaleb, Weichselkirsche",55,7,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6494208261156,52.1795973986604
2804,  4513 - Lieg4513,"Betula pendula, Sandbirke",70,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6494152409382,52.1795231515283
2805,  4514 - Lieg4514,"Betula pendula, Sandbirke",174,16,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6493486874244,52.1795306723903
2806,  4515 - Lieg4515,"Betula pendula, Sandbirke",65,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6493508254889,52.1794952816066
2807,  4516 - Lieg4516,"Betula pendula, Sandbirke",52,13,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6494047755394,52.1794898425685
2808,  4517 - Lieg4517,"Betula pendula, Sandbirke",70,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6494013902,52.1794599717378
2809,  4518 - Lieg4518,"Acer pseudoplatanus, Berg-Ahorn",94,12,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495549085218,52.179421628845
2810,  4519 - Lieg4519,"Prunus spec., Kirsche, Pflaume",65,7,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495587018779,52.1793796359205
2811,  4520 - Lieg4520,"Betula pendula, Sandbirke",73,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6494400643258,52.1793526248094
2812,  4521 - Lieg4521,"Betula pendula, Sandbirke",75,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6493964798556,52.1793946125729
2813,  4522 - Lieg4522,"Betula pendula, Sandbirke",65,12,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6493496908354,52.1793900882569
2814,  4523 - Lieg4523,"Betula pendula, Sandbirke",79,13,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6493701826345,52.179299247501
2815,  4524 - Lieg4524,"Betula pendula, Sandbirke",72,13,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6493723900992,52.1792650242545
2816,  4525 - Lieg4525,"Betula pendula, Sandbirke",70,13,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6493780649057,52.1792251473941
2817,  4526 - Lieg4526,"Betula pendula, Sandbirke",80,15,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6494501538699,52.1792098580171
2818,  4527 - Lieg4527,"Betula pendula, Sandbirke",60,5,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6494988167571,52.1792188367148
2819,  4528 - Lieg4528,"Betula pendula, Sandbirke",160,16,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.649489463386,52.1792509722799
2820,  4529 - Lieg4529,"Betula pendula, Sandbirke",90,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6494228031052,52.1792640712868
2821,  4530 - Lieg4530,"Betula pendula, Sandbirke",91,5,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6494587093606,52.1792774734668
2822,  4531 - Lieg4531,"Betula pendula, Sandbirke",81,15,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6494475406457,52.1793061425265
2823,  4532 - Lieg4532,"Prunus avium, Vogelkirsche",56,6,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495915578665,52.1791006521521
2824,  4533 - Lieg4533,"Betula pendula, Sandbirke",86,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495371468549,52.1791426134811
2825,  4534 - Lieg4534,"Betula pendula, Sandbirke",134,16,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495158240421,52.1791136853284
2826,  4535 - Lieg4535,"Betula pendula, Sandbirke",54,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6494939673267,52.1791446629788
2827,  4537 - Lieg4537,"Betula pendula, Sandbirke",90,16,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495414173262,52.1790717420965
2828,  4538 - Lieg4538,"Betula pendula, Sandbirke",65,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495218320067,52.1790351307947
2829,  4539 - Lieg4539,"Betula pendula, Sandbirke",75,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495470488772,52.1790385210652
2830,  4540 - Lieg4540,"Betula pendula, Sandbirke",78,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495525763292,52.1790207704439
2831,  4541 - Lieg4541,"Salix alba, Baum-Weide - Kopf-Weide",126,20,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495517177773,52.1789079267756
2832,  4542 - Lieg4542,"Acer pseudoplatanus, Berg-Ahorn",50,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6496652605908,52.1788960223597
2833,  4543 - Lieg4543,"Aesculus hippocastanum, Roßkastanie",86,13,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.64973184259,52.1789062170073
2834,  4544 - Lieg4544,"Aesculus hippocastanum, Roßkastanie",50,12,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497641130056,52.1789052219695
2835,  4545 - Lieg4545,"Aesculus hippocastanum, Roßkastanie",64,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497946639213,52.1789097513374
2836,  4546 - Lieg4546,"Aesculus hippocastanum, Roßkastanie",94,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497841512499,52.1788953289068
2837,  4547 - Lieg4547,"Aesculus hippocastanum, Roßkastanie",50,10,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497914496104,52.1788753801373
2838,  4548 - Lieg4548,"Aesculus hippocastanum, Roßkastanie",50,9,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6498056409745,52.1788975438574
2839,  4549 - Lieg4549,"Aesculus hippocastanum, Roßkastanie",50,11,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6498345983846,52.1788777378212
2840,  4550 - Lieg4550,"Aesculus hippocastanum, Roßkastanie",55,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6498759887132,52.1788800450799
2841,  4551 - Lieg4551,"Aesculus hippocastanum, Roßkastanie",65,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497690479737,52.1789882069818
2842,  4552 - Lieg4552,"Aesculus hippocastanum, Roßkastanie",60,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497295021195,52.1789726384268
2843,  4553 - Lieg4553,"Aesculus hippocastanum, Roßkastanie",68,12,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.64967900745,52.1789746725318
2844,  4554 - Lieg4554,"Aesculus hippocastanum, Roßkastanie",60,13,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.649637366886,52.1789878388983
2845,  4555 - Lieg4555,"Betula pendula, Sandbirke",60,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495770343949,52.1788736338559
2846,  4556 - Lieg4556,"Betula pendula, Sandbirke",97,16,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495520552199,52.1788570184456
2847,  4557 - Lieg4557,"Prunus avium, Vogelkirsche",65,10,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495880294202,52.178859267657
2848,  4558 - Lieg4558,"Betula pendula, Sandbirke",60,12,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495900116949,52.1788360210025
2849,  4559 - Lieg4559,"Populus spec., Pappel",222,14,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6496837800109,52.1788286078307
2850,  4560 - Lieg4560,"Prunus spec., Kirsche, Pflaume",50,7,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495991621027,52.1788349160614
2851,  4561 - Lieg4561,"Populus spec., Pappel",170,16,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6496783608117,52.178818657386
2852,  4562 - Lieg4562,"Populus spec., Pappel",150,14,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6496785110335,52.1788064234414
2853,  4563 - Lieg4563,"Betula pendula, Sandbirke",65,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6496171340518,52.1788173354265
2854,  4564 - Lieg4564,"Betula pendula, Sandbirke",65,9,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6496115367334,52.1788068493978
2855,  2669 - Lieg0,"Tilia cordata, Winterlinde",180,18,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6151439985854,52.1283902878237
2856,  4565 - Lieg4565,"Betula pendula, Sandbirke",86,15,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6496101066628,52.1787951006204
2857,  4566 - Lieg4566,"Betula pendula, Sandbirke",80,14,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6495921075419,52.1787851630861
2858,  4567 - Lieg4567,"Betula pendula, Sandbirke",68,14,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6496102233155,52.1787773816608
2859,  4568 - Lieg4568,"Prunus avium, Vogelkirsche",60,9,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6496158006759,52.1787580111621
2860,  4573 - Lieg4573,"Populus canadensis Hybride, Schwarzpappel-Hybride",186,17,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6496967308438,52.1787831715925
2861,  4575 - Lieg4575,"Populus canadensis Hybride, Schwarzpappel-Hybride",94,16,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497102250592,52.1787763933212
2862,  4576 - Lieg4576,"Populus canadensis Hybride, Schwarzpappel-Hybride",80,16,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497129703202,52.1787807382268
2863,  4577 - Lieg4577,"Populus canadensis Hybride, Schwarzpappel-Hybride",97,16,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497204351464,52.1787832683836
2864,  4578 - Lieg4578,"Populus canadensis Hybride, Schwarzpappel-Hybride",65,16,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.649720186023,52.1787766191141
2865,  4579 - Lieg4579,"Populus canadensis Hybride, Schwarzpappel-Hybride",59,12,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497274677051,52.1787711495583
2866,  4585 - Lieg4585,"Populus canadensis Hybride, Schwarzpappel-Hybride",60,14,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6498278429642,52.1788256399378
2867,  4588 - Lieg4588,"Prunus spec., Kirsche, Pflaume",70,10,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6501191627802,52.1788807846808
2868,  4589 - Lieg4589,"Prunus avium, Vogelkirsche",120,5,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6501013566221,52.1788519574477
2869,  4590 - Lieg4590,"Prunus avium, Vogelkirsche",116,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6501014300752,52.1788408943257
2870,  4591 - Lieg4591,"Acer negundo, Eschenahorn",120,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6501734228375,52.1788510570366
2871,  4592 - Lieg4592,"Acer negundo, Eschenahorn",100,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6502056369006,52.1788810892218
2872,  4593 - Lieg4593,"Prunus spec., Kirsche, Pflaume",50,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.650154095635,52.1788089542629
2873,  4594 - Lieg4594,"Prunus spec., Kirsche, Pflaume",50,7,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6501253197624,52.1787899961849
2874,  4595 - Lieg4595,"Prunus spec., Kirsche, Pflaume",144,8,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6500983835372,52.1787921304551
2875,  4596 - Lieg4596,"Populus canadensis Hybride, Schwarzpappel-Hybride",204,20,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.649594913789,52.1786699887893
2876,  4597 - Lieg4597,"Acer pseudoplatanus, Berg-Ahorn",70,12,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497176588764,52.1786381827028
2877,  4598 - Lieg4598,"Acer pseudoplatanus, Berg-Ahorn",50,12,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497374312012,52.1786361195899
2878,  4599 - Lieg4599,"Acer pseudoplatanus, Berg-Ahorn",102,13,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.649764495532,52.1786361408581
2879,  4600 - Lieg4600,"Prunus mahaleb, Weichselkirsche",50,6,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6497248368924,52.1784046513342
2880,  4601 - Lieg4601,"Fraxinus excelsior, Gemeine Esche",82,12,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6526608584202,52.1734884861279
2881,  4602 - Lieg4602,"Fraxinus excelsior, Gemeine Esche",226,12,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6526533627349,52.1735149145641
2882,  4603 - Lieg4603,"Fraxinus excelsior, Gemeine Esche",60,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6526193219216,52.1735082162165
2883,  4604 - Lieg4604,"Fraxinus excelsior, Gemeine Esche",55,12,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6526011380057,52.1735467559896
2884,  4605 - Lieg4605,"Fraxinus excelsior, Gemeine Esche",50,10,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6526370190142,52.1735524237004
2885,  4606 - Lieg4606,"Acer negundo, Eschenahorn",50,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6526188223197,52.173571089064
2886,  4607 - Lieg4607,"Acer negundo, Eschenahorn",50,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.652573678902,52.1736260632187
2887,  4608 - Lieg4608,"Acer negundo, Eschenahorn",60,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6525499954505,52.173645931187
2888,  4609 - Lieg4609,"Acer negundo, Eschenahorn",64,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6525301099276,52.1736657137018
2889,  4610 - Lieg4610,"Acer negundo, Eschenahorn",50,6,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6525298734803,52.173701061812
2890,  4612 - Lieg4612,"Populus spec., Pappel",130,22,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5819984816912,52.0685254628918
2891,  4613 - Lieg4613,"Populus spec., Pappel",192,22,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5819925830947,52.0685092247855
2892,  4614 - Lieg4614,"Populus spec., Pappel",164,22,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5819988339312,52.0684885835434
2893,  4615 - Lieg4615,"Salix alba, Baum-Weide - Kopf-Weide",160,8,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5819922447134,52.0684654359043
2894,  4630 - Lieg4630,"Populus spec., Pappel",40,8,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5820024691389,52.068061062762
2895,  4631 - Lieg4631,"Populus spec., Pappel",40,8,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5820072832671,52.0680408127341
2896,  4632 - Lieg4632,"Populus spec., Pappel",30,7,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5819995640816,52.0679980849486
2897,  4633 - Lieg4633,"Populus spec., Pappel",32,7,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5820033177606,52.0679721025946
2898,  4634 - Lieg4634,"Populus spec., Pappel",30,7,2,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5820130127884,52.0679352882371
2899,  4635 - Lieg4635,"Populus spec., Pappel",90,7,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5820097554869,52.0679091897746
2900,  4636 - Lieg4636,"Populus spec., Pappel",205,22,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5820124672389,52.0678651541675
2901,  4637 - Lieg4637,"Populus spec., Pappel",224,22,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5820138988718,52.0678419206373
2902,  4644 - Lieg4644,"Populus spec., Pappel",186,22,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5819496501569,52.0676869393167
2903,  4645 - Lieg4645,"Populus spec., Pappel",224,22,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5819190868215,52.0676883287094
2904,  4646 - Lieg4646,"Populus spec., Pappel",204,22,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5818781779545,52.0676823906752
2905,  4647 - Lieg4647,"Populus spec., Pappel",230,22,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5818100589335,52.0676727323674
2906,  4648 - Lieg4648,"Populus spec., Pappel",224,22,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5817550971341,52.0676660231448
2907,  4649 - Lieg4649,"Populus spec., Pappel",204,22,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5817092643442,52.0676607325615
2908,  4650 - Lieg4650,"Populus spec., Pappel",206,22,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.5816671746976,52.0676520324799
2909,  4651 - Lieg4651,"Populus spec., Pappel",208,22,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.581585100667,52.0676458274812
2910,  4652 - Lieg4652,"Populus spec., Pappel",224,22,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.581524201237,52.0676348416767
2911,  4654 - Lieg4654,"Aesculus hippocastanum, Roßkastanie",132,12,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.7188211547237,52.0891581430673
2912,  4655 - Lieg4655,"Salix alba, Baum-Weide - Kopf-Weide",280,16,12,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6829824138295,52.0684037614716
2913,  4656 - Lieg4656,"Malus spec., Apfel",90,8,9,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6832014009063,52.0687532872202
2914,  4657 - Lieg4657,"Salix alba, Baum-Weide - Kopf-Weide",300,10,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.683135793541,52.0690486814416
2915,  4658 - Lieg4658,"Salix alba, Baum-Weide - Kopf-Weide",250,15,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6831176661256,52.0691649275385
2916,  4659 - Lieg4659,"Crataegus monogyna, Eingriffeliger Weißdorn",160,4,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6831229689947,52.0692338749552
2917,  4660 - Lieg4660,"Quercus robur, Stieleiche",140,14,6,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6830901374408,52.0692266188519
2918,  4661 - Lieg4661,"Pyrus communis, Gemeine Birne",65,6,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6830895537173,52.0693239391906
2919,  4662 - Lieg4662,"Crataegus monogyna, Eingriffeliger Weißdorn",190,4,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6830970253188,52.0693560547829
2920,  4663 - Lieg4663,"Crataegus monogyna, Eingriffeliger Weißdorn",55,5,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6830564882953,52.0693760439007
2921,  4664 - Lieg4664,"Crataegus monogyna, Eingriffeliger Weißdorn",60,3,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6830332904543,52.0693736944874
2922,  4665 - Lieg4665,"Crataegus monogyna, Eingriffeliger Weißdorn",180,6,4,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6830967510722,52.0693928434512
2923,  4666 - Lieg4666,"Crataegus monogyna, Eingriffeliger Weißdorn",100,3,3,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6830695668146,52.0694164854339
2924,  4667 - Lieg4667,"Crataegus monogyna, Eingriffeliger Weißdorn",360,6,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6831213933766,52.0694582026788
2925,  4668 - Lieg4668,"Quercus robur, Stieleiche",184,10,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6832323036131,52.0695653039105
2926,  4669 - Lieg4669,"Malus spec., Apfel",178,10,7,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6832404622845,52.0697718730252
2927,  4670 - Lieg4670,"Crataegus laevigata, Zweigriffeliger Weißdorn",290,6,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6833934136175,52.0704678840711
2928,  4671 - Lieg4671,"Quercus robur, Stieleiche",200,20,8,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6835371645154,52.0721950912648
2929,  4672 - Lieg4672,"Ulmus glabra, Bergulme",164,16,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6835192540698,52.0722517071537
2930,  4673 - Lieg4673,"Ulmus glabra, Bergulme",162,17,5,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6835559181798,52.072330102412
2931,  4674 - Lieg4674,"Pyrus spec., Birne",188,8,10,0,Bäume - Liegenschaftsservice,Liegenschaftsservice,11.6835983607207,52.0723831848955
